pair_id,audio_file,feature_type,feature_file,feature_file_name,feature_shape,feature_saved,feature_status,feature_message,feature_valid,validation_status,validation_message,duration,sample_rate
PAIR_000011,IQ_000011.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000011.npy,IQ_000011.npy,"(39, 285)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,9.118,16000
PAIR_000012,IQ_000012.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000012.npy,IQ_000012.npy,"(39, 237)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,7.555,16000
PAIR_000013,IQ_000013.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000013.npy,IQ_000013.npy,"(39, 152)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,4.851,16000
PAIR_000014,IQ_000014.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000014.npy,IQ_000014.npy,"(39, 130)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,4.14,16000
PAIR_000015,IQ_000015.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000015.npy,IQ_000015.npy,"(39, 62)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,1.974,16000
PAIR_000016,IQ_000016.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000016.npy,IQ_000016.npy,"(39, 108)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.451,16000
PAIR_000017,IQ_000017.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000017.npy,IQ_000017.npy,"(39, 206)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,6.574,16000
PAIR_000018,IQ_000018.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000018.npy,IQ_000018.npy,"(39, 320)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,10.213,16000
PAIR_000019,IQ_000019.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000019.npy,IQ_000019.npy,"(39, 205)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,6.542,16000
PAIR_000020,IQ_000020.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000020.npy,IQ_000020.npy,"(39, 96)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.058,16000
PAIR_000021,IQ_000021.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000021.npy,IQ_000021.npy,"(39, 69)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.179,16000
PAIR_000022,IQ_000022.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000022.npy,IQ_000022.npy,"(39, 77)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.454,16000
PAIR_000023,IQ_000023.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000023.npy,IQ_000023.npy,"(39, 114)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.635,16000
PAIR_000024,IQ_000024.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000024.npy,IQ_000024.npy,"(39, 123)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.904,16000
PAIR_000025,IQ_000025.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000025.npy,IQ_000025.npy,"(39, 227)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,7.242,16000
PAIR_000026,IQ_000026.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000026.npy,IQ_000026.npy,"(39, 162)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,5.165,16000
PAIR_000027,IQ_000027.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000027.npy,IQ_000027.npy,"(39, 182)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,5.801,16000
PAIR_000028,IQ_000028.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000028.npy,IQ_000028.npy,"(39, 83)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.631,16000
PAIR_000029,IQ_000029.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000029.npy,IQ_000029.npy,"(39, 92)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.94,16000
PAIR_000030,IQ_000030.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000030.npy,IQ_000030.npy,"(39, 104)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.312,16000
PAIR_000031,IQ_000031.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000031.npy,IQ_000031.npy,"(39, 74)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.339,16000
PAIR_000032,IQ_000032.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000032.npy,IQ_000032.npy,"(39, 130)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,4.132,16000
PAIR_000033,IQ_000033.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000033.npy,IQ_000033.npy,"(39, 95)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.015,16000
PAIR_000034,IQ_000034.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000034.npy,IQ_000034.npy,"(39, 57)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,1.792,16000
PAIR_000035,IQ_000035.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000035.npy,IQ_000035.npy,"(39, 133)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,4.254,16000
PAIR_000036,IQ_000036.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000036.npy,IQ_000036.npy,"(39, 107)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.42,16000
PAIR_000037,IQ_000037.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000037.npy,IQ_000037.npy,"(39, 58)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,1.828,16000
PAIR_000038,IQ_000038.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000038.npy,IQ_000038.npy,"(39, 179)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,5.703,16000
PAIR_000039,IQ_000039.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000039.npy,IQ_000039.npy,"(39, 98)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.12,16000
PAIR_000040,IQ_000040.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000040.npy,IQ_000040.npy,"(39, 243)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,7.753,16000
PAIR_000041,IQ_000041.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000041.npy,IQ_000041.npy,"(39, 54)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,1.705,16000
PAIR_000042,IQ_000042.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000042.npy,IQ_000042.npy,"(39, 70)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.229,16000
PAIR_000043,IQ_000043.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000043.npy,IQ_000043.npy,"(39, 138)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,4.412,16000
PAIR_000044,IQ_000044.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000044.npy,IQ_000044.npy,"(39, 166)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,5.302,16000
PAIR_000045,IQ_000045.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000045.npy,IQ_000045.npy,"(39, 115)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.652,16000
PAIR_000046,IQ_000046.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000046.npy,IQ_000046.npy,"(39, 67)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.126,16000
PAIR_000047,IQ_000047.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000047.npy,IQ_000047.npy,"(39, 134)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,4.278,16000
PAIR_000048,IQ_000048.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000048.npy,IQ_000048.npy,"(39, 159)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,5.059,16000
PAIR_000049,IQ_000049.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000049.npy,IQ_000049.npy,"(39, 94)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.991,16000
PAIR_000050,IQ_000050.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000050.npy,IQ_000050.npy,"(39, 81)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.567,16000
PAIR_000051,IQ_000051.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000051.npy,IQ_000051.npy,"(39, 123)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.92,16000
PAIR_000052,IQ_000052.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000052.npy,IQ_000052.npy,"(39, 64)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.017,16000
PAIR_000053,IQ_000053.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000053.npy,IQ_000053.npy,"(39, 132)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,4.203,16000
PAIR_000054,IQ_000054.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000054.npy,IQ_000054.npy,"(39, 132)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,4.194,16000
PAIR_000055,IQ_000055.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000055.npy,IQ_000055.npy,"(39, 119)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.782,16000
PAIR_000056,IQ_000056.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000056.npy,IQ_000056.npy,"(39, 65)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.049,16000
PAIR_000057,IQ_000057.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000057.npy,IQ_000057.npy,"(39, 71)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.257,16000
PAIR_000058,IQ_000058.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000058.npy,IQ_000058.npy,"(39, 99)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.155,16000
PAIR_000059,IQ_000059.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000059.npy,IQ_000059.npy,"(39, 95)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.01,16000
PAIR_000060,IQ_000060.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000060.npy,IQ_000060.npy,"(39, 63)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.006,16000
PAIR_000061,IQ_000061.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000061.npy,IQ_000061.npy,"(39, 60)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,1.912,16000
PAIR_000062,IQ_000062.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000062.npy,IQ_000062.npy,"(39, 79)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.518,16000
PAIR_000063,IQ_000063.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000063.npy,IQ_000063.npy,"(39, 125)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.991,16000
PAIR_000064,IQ_000064.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000064.npy,IQ_000064.npy,"(39, 168)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,5.355,16000
PAIR_000065,IQ_000065.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000065.npy,IQ_000065.npy,"(39, 61)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,1.94,16000
PAIR_000066,IQ_000066.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000066.npy,IQ_000066.npy,"(39, 159)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,5.08,16000
PAIR_000067,IQ_000067.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000067.npy,IQ_000067.npy,"(39, 88)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.81,16000
PAIR_000068,IQ_000068.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000068.npy,IQ_000068.npy,"(39, 76)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.422,16000
PAIR_000069,IQ_000069.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000069.npy,IQ_000069.npy,"(39, 80)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.544,16000
PAIR_000070,IQ_000070.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000070.npy,IQ_000070.npy,"(39, 123)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.923,16000
PAIR_000071,IQ_000071.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000071.npy,IQ_000071.npy,"(39, 61)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,1.929,16000
PAIR_000072,IQ_000072.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000072.npy,IQ_000072.npy,"(39, 70)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.219,16000
PAIR_000073,IQ_000073.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000073.npy,IQ_000073.npy,"(39, 108)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.431,16000
PAIR_000074,IQ_000074.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000074.npy,IQ_000074.npy,"(39, 117)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,3.72,16000
PAIR_000075,IQ_000075.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000075.npy,IQ_000075.npy,"(39, 63)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.004,16000
PAIR_000076,IQ_000076.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000076.npy,IQ_000076.npy,"(39, 89)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.826,16000
PAIR_000077,IQ_000077.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000077.npy,IQ_000077.npy,"(39, 57)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,1.815,16000
PAIR_000078,IQ_000078.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000078.npy,IQ_000078.npy,"(39, 69)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.189,16000
PAIR_000079,IQ_000079.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000079.npy,IQ_000079.npy,"(39, 85)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.69,16000
PAIR_000080,IQ_000080.wav,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000080.npy,IQ_000080.npy,"(39, 70)",True,Saved,Feature file saved successfully,True,Passed,Feature validation passed,2.209,16000
