pair_id,audio_file,transcript_file,speaker_id,speaker_name,gender,age,dialect,governorate,transcript,normalized_text,audio_processed,segmented,aligned,alignment_score,source,language,country,remarks,audio_valid,duration_sec,sample_rate,channels,bit_depth,rms,peak,silence_ratio,validation_message,exists,readable,utf8,empty,duplicated,characters,words,lines,status,message,transcript_valid,pair_valid,text_processed,text_status,processed_sample_rate,processed_duration,processing_status,issues,warnings,validation_status,dataset_type,segmentation_required,segmentation_decision,segments,segmentation_status,segment_validation,alignment_ready,preparation_status,alignment_status,alignment_validation,feature_extracted,feature_type,feature_file,feature_shape,feature_status,feature_message
PAIR_000011,IQ_000011.wav,IQ_000011.txt,,,,,,,ما هي الفرص المتاحة للمشاريع والشركات الناشية لتنمو وما هي التحديات التي يمكن ان يواجهها او تقف بطريقهم وتمنعهم من هذا الشيء,ما هي الفرص المتاحة للمشاريع والشركات الناشية لتنمو وما هي التحديات التي يمكن ان يواجهها او تقف بطريقهم وتمنعهم من هذا الشيء,True,False,False,1.0,,Arabic,Iraq,,True,9.15,16000,1,PCM_16,0.061353,0.403381,0.037015,OK,True,True,True,False,False,125,22,1,Valid,,True,True,True,Processed,16000,9.118,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000011.npy,"(39, 285)",Saved,Feature file saved successfully
PAIR_000012,IQ_000012.wav,IQ_000012.txt,,,,,,,بعدها ننتقل لمشهد التكنولوجي بالعراق اليوم من الدفع الالكتروني الي التكنولوجيا المالية وبشكل عام,بعدها ننتقل لمشهد التكنولوجي بالعراق اليوم من الدفع الالكتروني الي التكنولوجيا المالية وبشكل عام,True,False,False,1.0,,Arabic,Iraq,,True,7.619,16000,1,PCM_16,0.074293,0.405701,0.027267,OK,True,True,True,False,False,97,14,1,Valid,,True,True,True,Processed,16000,7.555,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000012.npy,"(39, 237)",Saved,Feature file saved successfully
PAIR_000013,IQ_000013.wav,IQ_000013.txt,,,,,,,التحول الرقمي يريد تسعي الحكومة لتحقيقه واراء الضيف حوله,التحول الرقمي يريد تسعي الحكومة لتحقيقه واراء الضيف حوله,True,False,False,1.0,,Arabic,Iraq,,True,4.883,16000,1,PCM_16,0.064163,0.40213,0.040011,OK,True,True,True,False,False,57,9,1,Valid,,True,True,True,Processed,16000,4.851,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000013.npy,"(39, 152)",Saved,Feature file saved successfully
PAIR_000014,IQ_000014.wav,IQ_000014.txt,,,,,,,اخيرا ناقشنا المستقبل والتكنولوجيا التي يمكن ان نشهدها في المستقبل,اخيرا ناقشنا المستقبل والتكنولوجيا التي يمكن ان نشهدها في المستقبل,True,False,False,1.0,,Arabic,Iraq,,True,4.172,16000,1,PCM_16,0.061595,0.403015,0.039849,OK,True,True,True,False,False,67,10,1,Valid,,True,True,True,Processed,16000,4.14,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000014.npy,"(39, 130)",Saved,Feature file saved successfully
PAIR_000015,IQ_000015.wav,IQ_000015.txt,,,,,,,العملات الرخمية المشفرة,العملات الرخمية المشفرة,True,False,False,1.0,,Arabic,Iraq,,True,1.974,16000,1,PCM_16,0.069156,0.404205,0.030807,OK,True,True,True,False,False,24,3,1,Valid,,True,True,True,Processed,16000,1.974,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000015.npy,"(39, 62)",Saved,Feature file saved successfully
PAIR_000016,IQ_000016.wav,IQ_000016.txt,,,,,,,التعليم الحديث وشو نمكين احيطبق علي اغذي الواقع,التعليم الحديث وشو نمكين احيطبق علي اغذي الواقع,True,False,False,1.0,,Arabic,Iraq,,True,3.483,16000,1,PCM_16,0.062273,0.404572,0.035637,OK,True,True,True,False,False,48,8,1,Valid,,True,True,True,Processed,16000,3.451,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000016.npy,"(39, 108)",Saved,Feature file saved successfully
PAIR_000017,IQ_000017.wav,IQ_000017.txt,,,,,,,كلها اشياء هي يجوز من المسه اليوم لكن ممكن ان بالسنين الجاية رح تاثر بحياتنا,كلها اشياء هي يجوز من المسه اليوم لكن ممكن ان بالسنين الجاية رح تاثر بحياتنا,True,False,False,1.0,,Arabic,Iraq,,True,6.638,16000,1,PCM_16,0.061341,0.402161,0.045194,OK,True,True,True,False,False,77,15,1,Valid,,True,True,True,Processed,16000,6.574,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000017.npy,"(39, 206)",Saved,Feature file saved successfully
PAIR_000018,IQ_000018.wav,IQ_000018.txt,,,,,,,استاذ محمد هو بنفسه يقدم برنامج purecast واللي يناقش التكنولوجيا والاقتصاد وكل المواضيع اللي تحيط بيها واللي احنا شركاء بانتاجه وتقديمه,استاذ محمد هو بنفسه يقدم برنامج purecast واللي يناقش التكنولوجيا والاقتصاد وكل المواضيع اللي تحيط بيها واللي احنا شركاء بانتاجه وتقديمه,True,False,False,1.0,,Arabic,Iraq,,True,10.245,16000,1,PCM_16,0.07059,0.409302,0.035023,OK,True,True,True,False,False,136,21,1,Valid,,True,True,True,Processed,16000,10.213,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000018.npy,"(39, 320)",Saved,Feature file saved successfully
PAIR_000019,IQ_000019.wav,IQ_000019.txt,,,,,,,ستتوفر روابط لبرنامج بوصف هذا الفيديو ونشجعكم ان تطلعون عليه وتستمعون لهوقاته,ستتوفر روابط لبرنامج بوصف هذا الفيديو ونشجعكم ان تطلعون عليه وتستمعون لهوقاته,True,False,False,1.0,,Arabic,Iraq,,True,6.606,16000,1,PCM_16,0.064299,0.398834,0.042405,OK,True,True,True,False,False,78,12,1,Valid,,True,True,True,Processed,16000,6.542,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000019.npy,"(39, 205)",Saved,Feature file saved successfully
PAIR_000020,IQ_000020.wav,IQ_000020.txt,,,,,,,قبل ما نبدين حب نشكر شركاتنا بشركة كيت,قبل ما نبدين حب نشكر شركاتنا بشركة كيت,True,False,False,1.0,,Arabic,Iraq,,True,3.09,16000,1,PCM_16,0.057147,0.401459,0.046177,OK,True,True,True,False,False,39,8,1,Valid,,True,True,True,Processed,16000,3.058,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000020.npy,"(39, 96)",Saved,Feature file saved successfully
PAIR_000021,IQ_000021.wav,IQ_000021.txt,,,,,,,ورعااتنا بشركة شمس تلكرام,ورعااتنا بشركة شمس تلكرام,True,False,False,1.0,,Arabic,Iraq,,True,2.243,16000,1,PCM_16,0.065373,0.397705,0.038787,OK,True,True,True,False,False,26,4,1,Valid,,True,True,True,Processed,16000,2.179,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000021.npy,"(39, 69)",Saved,Feature file saved successfully
PAIR_000022,IQ_000022.wav,IQ_000022.txt,,,,,,,ساترككم مع حلقة و ان شاء الله تتونسون,ساترككم مع حلقة و ان شاء الله تتونسون,True,False,False,1.0,,Arabic,Iraq,,True,2.486,16000,1,PCM_16,0.066229,0.400055,0.037284,OK,True,True,True,False,False,38,8,1,Valid,,True,True,True,Processed,16000,2.454,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000022.npy,"(39, 77)",Saved,Feature file saved successfully
PAIR_000023,IQ_000023.wav,IQ_000023.txt,,,,,,,الحمد لله,الحمد لله,True,False,False,1.0,,Arabic,Iraq,,True,3.635,16000,1,PCM_16,0.023749,0.165466,0.092882,OK,True,True,True,False,False,10,2,1,Valid,,True,True,True,Processed,16000,3.635,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000023.npy,"(39, 114)",Saved,Feature file saved successfully
PAIR_000024,IQ_000024.wav,IQ_000024.txt,,,,,,,نقعد سوي نسولف انا ادري انا كواية نقعد نسولف وبمواضيع مختلف,نقعد سوي نسولف انا ادري انا كواية نقعد نسولف وبمواضيع مختلف,True,False,False,1.0,,Arabic,Iraq,,True,3.907,16000,1,PCM_16,0.02498,0.187775,0.103724,OK,True,True,True,False,False,60,11,1,Valid,,True,True,True,Processed,16000,3.904,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000024.npy,"(39, 123)",Saved,Feature file saved successfully
PAIR_000025,IQ_000025.wav,IQ_000025.txt,,,,,,,علمية و AI و scientific و كل هاي الاشياء بس تعبنا من السوالف تعبنا من السوالف نتعب الناس و يعني,علمية و AI و scientific و كل هاي الاشياء بس تعبنا من السوالف تعبنا من السوالف نتعب الناس و يعني,True,False,False,1.0,,Arabic,Iraq,,True,7.242,16000,1,PCM_16,0.031028,0.284576,0.064105,OK,True,True,True,False,False,96,20,1,Valid,,True,True,True,Processed,16000,7.242,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000025.npy,"(39, 227)",Saved,Feature file saved successfully
PAIR_000026,IQ_000026.wav,IQ_000026.txt,,,,,,,طبعا اليوم مهم من المساعد المحاور جميل كان مفروض يكون يعني,طبعا اليوم مهم من المساعد المحاور جميل كان مفروض يكون يعني,True,False,False,1.0,,Arabic,Iraq,,True,5.165,16000,1,PCM_16,0.03112,0.210052,0.060419,OK,True,True,True,False,False,60,11,1,Valid,,True,True,True,Processed,16000,5.165,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000026.npy,"(39, 162)",Saved,Feature file saved successfully
PAIR_000027,IQ_000027.wav,IQ_000027.txt,,,,,,,بس خطي بالطيارة يعني صبح علي اساس ينزل من مفضل دبي من عمان,بس خطي بالطيارة يعني صبح علي اساس ينزل من مفضل دبي من عمان,True,False,False,1.0,,Arabic,Iraq,,True,5.801,16000,1,PCM_16,0.026489,0.197937,0.064429,OK,True,True,True,False,False,59,13,1,Valid,,True,True,True,Processed,16000,5.801,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000027.npy,"(39, 182)",Saved,Feature file saved successfully
PAIR_000028,IQ_000028.wav,IQ_000028.txt,,,,,,,شكرا لكم علي اشارة الفيزا,شكرا لكم علي اشارة الفيزا,True,False,False,1.0,,Arabic,Iraq,,True,2.631,16000,1,PCM_16,0.025507,0.178314,0.060837,OK,True,True,True,False,False,26,5,1,Valid,,True,True,True,Processed,16000,2.631,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000028.npy,"(39, 83)",Saved,Feature file saved successfully
PAIR_000029,IQ_000029.wav,IQ_000029.txt,,,,,,,الهعلاقة تصور بالاموال وما مع موال وهالاشياء,الهعلاقة تصور بالاموال وما مع موال وهالاشياء,True,False,False,1.0,,Arabic,Iraq,,True,2.94,16000,1,PCM_16,0.019886,0.139984,0.062309,OK,True,True,True,False,False,45,7,1,Valid,,True,True,True,Processed,16000,2.94,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000029.npy,"(39, 92)",Saved,Feature file saved successfully
PAIR_000030,IQ_000030.wav,IQ_000030.txt,,,,,,,لا اعرف بالضبط ما الذي تغير,لا اعرف بالضبط ما الذي تغير,True,False,False,1.0,,Arabic,Iraq,,True,3.312,16000,1,PCM_16,0.031019,0.284729,0.055499,OK,True,True,True,False,False,28,6,1,Valid,,True,True,True,Processed,16000,3.312,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000030.npy,"(39, 104)",Saved,Feature file saved successfully
PAIR_000031,IQ_000031.wav,IQ_000031.txt,,,,,,,اعتقد انه لم يدخل لانه عندد,اعتقد انه لم يدخل لانه عندد,True,False,False,1.0,,Arabic,Iraq,,True,2.339,16000,1,PCM_16,0.036922,0.239197,0.061912,OK,True,True,True,False,False,28,6,1,Valid,,True,True,True,Processed,16000,2.339,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000031.npy,"(39, 74)",Saved,Feature file saved successfully
PAIR_000032,IQ_000032.wav,IQ_000032.txt,,,,,,,دخول واحد بس. اعتماد ما تشيك ان هو مو متعدد عدد.,دخول واحد بس. اعتماد ما تشيك ان هو مو متعدد عدد.,True,False,False,1.0,,Arabic,Iraq,,True,4.132,16000,1,PCM_16,0.033988,0.279694,0.072196,OK,True,True,True,False,False,49,11,1,Valid,,True,True,True,Processed,16000,4.132,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000032.npy,"(39, 130)",Saved,Feature file saved successfully
PAIR_000033,IQ_000033.wav,IQ_000033.txt,,,,,,,لو عدد متعددة ممكن يدخل الطبيعي,لو عدد متعددة ممكن يدخل الطبيعي,True,False,False,1.0,,Arabic,Iraq,,True,3.015,16000,1,PCM_16,0.039261,0.287262,0.069859,OK,True,True,True,False,False,32,6,1,Valid,,True,True,True,Processed,16000,3.015,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000033.npy,"(39, 95)",Saved,Feature file saved successfully
PAIR_000034,IQ_000034.wav,IQ_000034.txt,,,,,,,عند شوفهم يانسي سليم,عند شوفهم يانسي سليم,True,False,False,1.0,,Arabic,Iraq,,True,1.792,16000,1,PCM_16,0.029365,0.107635,0.037737,OK,True,True,True,False,False,21,4,1,Valid,,True,True,True,Processed,16000,1.792,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000034.npy,"(39, 57)",Saved,Feature file saved successfully
PAIR_000035,IQ_000035.wav,IQ_000035.txt,,,,,,,يقولون انه بده يسي الضغاط علي مدي الشركات,يقولون انه بده يسي الضغاط علي مدي الشركات,True,False,False,1.0,,Arabic,Iraq,,True,4.254,16000,1,PCM_16,0.027993,0.204102,0.069626,OK,True,True,True,False,False,42,8,1,Valid,,True,True,True,Processed,16000,4.254,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000035.npy,"(39, 133)",Saved,Feature file saved successfully
PAIR_000036,IQ_000036.wav,IQ_000036.txt,,,,,,,بعض العراق يفتحون جز شركة وكذا هنا ويقولون لازم,بعض العراق يفتحون جز شركة وكذا هنا ويقولون لازم,True,False,False,1.0,,Arabic,Iraq,,True,3.42,16000,1,PCM_16,0.019837,0.184082,0.097167,OK,True,True,True,False,False,48,9,1,Valid,,True,True,True,Processed,16000,3.42,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000036.npy,"(39, 107)",Saved,Feature file saved successfully
PAIR_000037,IQ_000037.wav,IQ_000037.txt,,,,,,,صعبة الفيزا علي العراقين,صعبة الفيزا علي العراقين,True,False,False,1.0,,Arabic,Iraq,,True,1.828,16000,1,PCM_16,0.019009,0.156586,0.098092,OK,True,True,True,False,False,25,4,1,Valid,,True,True,True,Processed,16000,1.828,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000037.npy,"(39, 58)",Saved,Feature file saved successfully
PAIR_000038,IQ_000038.wav,IQ_000038.txt,,,,,,,افضل ان يكونوا يهتمون بالسياحة الداخلية نعم هناك مناطق بلاعلاق رايعة جدا,افضل ان يكونوا يهتمون بالسياحة الداخلية نعم هناك مناطق بلاعلاق رايعة جدا,True,False,False,1.0,,Arabic,Iraq,,True,5.735,16000,1,PCM_16,0.036157,0.292664,0.075948,OK,True,True,True,False,False,73,12,1,Valid,,True,True,True,Processed,16000,5.703,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000038.npy,"(39, 179)",Saved,Feature file saved successfully
PAIR_000039,IQ_000039.wav,IQ_000039.txt,,,,,,,هواي من اصدقايي مثلا نهاييا ما رشاي في الاهوار,هواي من اصدقايي مثلا نهاييا ما رشاي في الاهوار,True,False,False,1.0,,Arabic,Iraq,,True,3.152,16000,1,PCM_16,0.03427,0.322723,0.063967,OK,True,True,True,False,False,49,9,1,Valid,,True,True,True,Processed,16000,3.12,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000039.npy,"(39, 98)",Saved,Feature file saved successfully
PAIR_000040,IQ_000040.wav,IQ_000040.txt,,,,,,,مناطق جدا رايعة. بالعكس هو الشباب اللي بالخليج دي يجي للصحراء بالعراق والعراقيين يروحون البيروت ويروحون,مناطق جدا رايعة. بالعكس هو الشباب اللي بالخليج دي يجي للصحراء بالعراق والعراقيين يروحون البيروت ويروحون,True,False,False,1.0,,Arabic,Iraq,,True,7.753,16000,1,PCM_16,0.031375,0.252289,0.064136,OK,True,True,True,False,False,104,16,1,Valid,,True,True,True,Processed,16000,7.753,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000040.npy,"(39, 243)",Saved,Feature file saved successfully
PAIR_000041,IQ_000041.wav,IQ_000041.txt,,,,,,,لديك معلومات,لديك معلومات,True,False,False,1.0,,Arabic,Iraq,,True,1.705,16000,1,PCM_16,0.013632,0.086578,0.134311,OK,True,True,True,False,False,13,2,1,Valid,,True,True,True,Processed,16000,1.705,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000041.npy,"(39, 54)",Saved,Feature file saved successfully
PAIR_000042,IQ_000042.wav,IQ_000042.txt,,,,,,,مشاريع شركات سياحية,مشاريع شركات سياحية,True,False,False,1.0,,Arabic,Iraq,,True,2.229,16000,1,PCM_16,0.02088,0.155304,0.075258,OK,True,True,True,False,False,20,3,1,Valid,,True,True,True,Processed,16000,2.229,,,,Valid,already_segmented,False,skip,1,Skipped,Passed,True,Ready,Completed,Passed,True,mfcc,C:\Users\gold1\Desktop\Iraqi_Speech_Dataset\data\features\mfcc\IQ_000042.npy,"(39, 70)",Saved,Feature file saved successfully
